"gvkey","tic","conm","prccq"
112876,"EPD","ENTERPRISE PRODS PRTNRS  -LP",27.08
112968,"MTEX","MANNATECH INC",15.6
113093,"SAL","SALISBURY BANCORP INC",41.05
113419,"CVG","CONVERGYS CORP",23.78
113421,"GNLAF","GENESIS LAND DEVELOPMENT CP",3.48
113490,"CCI","CROWN CASTLE INTL CORP",100.18
113978,"FNCB","FNCB BANCORP INC",7.8
114203,"CETX","CEMTREX INC",3.6
114370,"IXYS","IXYS CORP",16.45
114524,"EBAY","EBAY INC",34.92
114628,"GS","GOLDMAN SACHS GROUP INC",221.9
114880,"MFNC","MACKINAC FINANCIAL CORP",13.99
114927,"SCMWY","SWISSCOM AG",48.316
115044,"AQN","ALGONQUIN POWER & UTIL CORP",13.65
115516,"FNFI","FIRST NILES FINANCIAL INC",10
115556,"CHWWF","CHESSWOOD GROUP LTD",11.89
115757,"AOBC","AMERICAN OUTDOOR BRANDS CORP",22.15
115766,"FNHC","FEDERATED NATIONAL HLDG CO",16
115813,"IEI.","IMPERIAL EQUITIES INC",4.3
115876,"PB","PROSPERITY BANCSHARES INC",64.24
116029,"PAA","PLAINS ALL AMER PIPELNE  -LP",26.27
116164,"CSVI","COMPUTER SERVICES INC",45.5
116166,"PCYG","PARK CITY GROUP INC",12.15
116504,"SNBR","SLEEP NUMBER CORPORATION",35.49
116772,"BCOR","BLUCORA INC",21.2
116894,"CSHB","COMMUNITY SHORES BANK CORP",2.75
117026,"GCBC","GREENE COUNTY BANCORP INC",27.2
117034,"FCAP","FIRST CAPITAL INC",31.15
117036,"GDEN","GOLDEN ENTERTAINMENT INC",20.71
117141,"EFSC","ENTERPRISE FINL SERVICES CP",40.8
117260,"HT","HERSHA HOSPITALITY TRUST",18.51
117768,"NVDA","NVIDIA CORP",104.3
117829,"AUPH","AURINIA PHARMACEUTICALS INC",6.13
117845,"MSBC","MISSION BANCORP/CA",42.25
117861,"AXL","AMERICAN AXLE & MFG HOLDINGS",15.6
117901,"CZFC","CITIZENS FIRST CORP",22.14
117902,"ETM","ENTERCOM COMMUNICATIONS CORP",10.35
118042,"EWBC","EAST WEST BANCORP INC",58.58
118081,"AMRI","ALBANY MOLECULAR RESH INC",21.7
118122,"APTV","APTIV PLC",87.65
118223,"EPAY","BOTTOMLINE TECHNOLOGIES INC",25.69
118264,"GBL","GAMCO INVESTORS INC",29.6
118267,"KFY","KORN/FERRY INTERNATIONAL",32.4
118525,"EBTC","ENTERPRISE BANCORP INC/MA",35.54
119154,"GOVB","GOUVERNEUR BANCORP INC",14.75
119173,"AUTO","AUTOWEB INC",12.61
119275,"MKSI","MKS INSTRUMENTS INC",67.3
119297,"MCUJF","MEDICURE INC",8.27
119314,"PCLN","PRICELINE GROUP INC",1870.52
119414,"CFFN","CAPITOL FEDERAL FINL INC",14.21
119436,"3FBPI","FIRST BANCORP INDIANA INC",20.8
119513,"OBAS","OPTIBASE LTD",10
119574,"EXTR","EXTREME NETWORKS INC",9.22
119617,"7687B","APOLLO MEDICAL HLDG INC-OLD",10
119714,"ATLC","ATLANTICUS HOLDINGS CORP",2.66
120048,"HSII","HEIDRICK & STRUGGLES INTL",21.75
120093,"CNX","CNX RESOURCES CORPORATION",14.94
120297,"LPNT","LIFEPOINT HEALTH INC",67.15
120456,"LOAN","MANHATTAN BRIDGE CAPITAL INC",5.95
120458,"RATE","BANKRATE INC",12.85
120654,"CMLEF","COMINAR REAL ESTATE INVT TR",12.71
120774,"BRCD","BROCADE COMMUNICATIONS SYS",12.57
120860,"AUDC","AUDIOCODES LTD",5.99
120877,"RAI","REYNOLDS AMERICAN INC",65.04
121073,"AMBZ","AMERICAN BUSINESS BANK/CA",42
121077,"FFIV","F5 NETWORKS INC",127.06
121096,"SMMCF","SUMMIT INDUSTRIAL INCM REIT",7.05
121142,"SKX","SKECHERS U S A INC",29.5
121196,"BSHI","BOSS HOLDINGS INC",14.95
121257,"GEC","GREAT ELM CAPITAL GROUP INC",3.4
121381,"PMBC","PACIFIC MERCANTILE BANCORP",8.8
121382,"SBAC","SBA COMMUNICATIONS CORP",134.9
121662,"MEET","THE MEET GROUP INC",5.05
121713,"FISI","FINANCIAL INSTITUTIONS INC",29.8
121718,"JNPR","JUNIPER NETWORKS INC",27.88
121759,"IDSY","I D SYSTEMS INC",6.13
121815,"ECPG","ENCORE CAPITAL GROUP INC",40.15
121817,"SALM","SALEM MEDIA GROUP INC",7.1
122078,"EGOV","NIC INC",18.95
122154,"ADFJF","ADF GROUP INC",2.9
122172,"JCOM","J2 GLOBAL INC",85.09
122194,"ATGFF","ALTAGAS LTD",29.68
122211,"HOFT","HOOKER FURNITURE CORP",43.45
122257,"BMRN","BIOMARIN PHARMACEUTICAL INC",90.82
122380,"LII","LENNOX INTERNATIONAL INC",183.64
122394,"PRFT","PERFICIENT INC",18.64
122438,"PAZRF","PLAZA RETAIL REIT",4.6
122519,"FLWS","1-800-FLOWERS.COM",9.75
122536,"ACTA","ACTUA CORP",14.05
122537,"IIJI","INTERNET INITIATIVE JAPAN INC",9.01
122777,"PCOM","POINTS INTERNATIONAL LTD",9.04
122841,"RHT","RED HAT INC",89.57
122874,"IGLD","INTERNET GOLD-GOLDEN LINES",9.1622
122902,"NTCT","NETSCOUT SYSTEMS INC",34.4
122915,"ARLP","ALLIANCE RESOURCE PTNRS  -LP",18.9
123056,"CUUHF","STUART OLSON INC",5.33
123415,"CJREF","CORUS ENTERTAINMENT INC",13.36
123435,"LICT","LICT CORP",10000
123455,"AGI","ALAMOS GOLD INC",7.18
123456,"MXGFF","MAXIM POWER CORP",2.72
124042,"MFC","MANULIFE FINANCIAL CORP",24.31
124046,"SNH","SENIOR HOUSING PPTYS TRUST",20.44
124254,"OMN","OMNOVA SOLUTIONS INC",8.65
124434,"BLK","BLACKROCK INC",422.41
124597,"KTHN","KATAHDIN BANKSHARES CORP",13.5
124775,"CIR","CIRCOR INTL INC",59.38
125014,"PCTI","PCTEL INC",7.08
125074,"RDWR","RADWARE LTD",17.54
125234,"CIZN","CITIZENS HOLDING CO",26
125238,"PLSDF","PULSE SEISMIC INC",2.6
125274,"BSQR","BSQUARE CORP",5.6
125378,"PTNR","PARTNER COMMUNICATIONS CO",5.17
125580,"SFST","SOUTHERN FIRST BANKSHARES",37.05
125595,"AKAM","AKAMAI TECHNOLOGIES INC",49.81
125601,"GAIA","GAIA INC",11.2
125794,"NEO","NEOGENOMICS INC",8.96
125975,"CLCT","COLLECTORS UNIVERSE INC",24.85
126056,"KTOS","KRATOS DEFENSE & SECURITY",11.87
126136,"CHTR","CHARTER COMMUNICATIONS INC",336.85
126296,"EXPE","EXPEDIA INC",148.95
126318,"IMMR","IMMERSION CORP",9.08
126417,"FNSR","FINISAR CORP",22.84
126423,"RTEC","RUDOLPH TECHNOLOGIES INC",22.85
126474,"BFGIF","BOYD GROUP INCOME FUND",96.15
126554,"A","AGILENT TECHNOLOGIES INC",55.05
126718,"PFSW","PFSWEB INC",8.26
126759,"BAYK","BAY BANKS OF VIRGINIA INC",9.3
127377,"BGCP","BGC PARTNERS INC",12.64
127797,"MFSF","MUTUALFIRST FINANCIAL INC",35.7
128039,"3PSBQ","PSB HOLDINGS INC/WI",66.7499
128078,"IIPZF","INTERRENT REAL ESTATE INV TR",8.09
128978,"PKG","PACKAGING CORP OF AMERICA",111.39
129466,"AGEN","AGENUS INC",3.91
129472,"IDLLF","INDUSTRIAL ALLIANCE INS &FIN",56.26
129823,"BBGI","BEASLEY BROADCAST GROUP INC",9.8
129840,"MATR","MATTERSIGHT CORP",2.55
130498,"GIGM","GIGAMEDIA LTD",3.15
130598,"FCMGF","FIRM CAPITAL MORTGAGE INV CP",13.25
130618,"PBA","PEMBINA PIPELINE CORP",42.95
130638,"RSGUF","ROGERS SUGAR INC",6.34
132482,"ONVI","ONVIA INC",4.4
132499,"CTPNF","CORTEX BUSINESS SOLUTIONS",3.69
132740,"IFNNY","INFINEON TECHNOLOGIES AG",21.083
132799,"CSTI","COSTAR TECHNOLOGIES INC",10
133104,"KT","KT CORP",16.64
133288,"SLAB","SILICON LABORATORIES INC",68.35
133289,"SLF","SUN LIFE FINANCIAL INC",46.36
133364,"ALSWF","ABSOLUTE SOFTWARE CORP",7.68
133366,"EW","EDWARDS LIFESCIENCES CORP",118.24
133367,"EPC","EDGEWELL PERSONAL CARE CO",76.02
133468,"RIGL","RIGEL PHARMACEUTICALS INC",2.73
133504,"LMNX","LUMINEX CORP",21.12
133726,"CCMP","CABOT MICROELECTRONICS CORP",73.83
133764,"EBMT","EAGLE BANCORP MONTANA INC",18.1
133766,"HSTM","HEALTHSTREAM INC",26.32
133768,"MET","METLIFE INC",54.94
133868,"LXRX","LEXICON PHARMACEUTICALS INC",16.45
133869,"LPSN","LIVEPERSON INC",11
133870,"PTR","PETROCHINA CO LTD",61.28
133871,"SGMO","SANGAMO THERAPEUTICS INC",8.8
133885,"EXEL","EXELIXIS INC",24.63
133905,"NVMI","NOVA MEASURING INSTRUMENTS",22.09
133944,"OCLR","OCLARO INC",9.34
134044,"SINA","SINA CORP",84.97
134305,"MAG","MAG SILVER CORP",13.04
134932,"ON","ON SEMICONDUCTOR CORP",14.04
135788,"CEVA","CEVA INC",45.45
135844,"ISSC","INNOVATIVE SOLTNS & SUPP INC",4.4
135965,"RBBN","RIBBON COMMUNICATIONS INC",7.44
135990,"NRG","NRG ENERGY INC",17.22
136186,"INSM","INSMED INC",17.16
136265,"PACW","PACWEST BANCORP",46.7
136684,"BEP","BROOKFIELD RENEWABLE PRTS LP",31.94
136725,"ISRG","INTUITIVE SURGICAL INC",935.37
136844,"BOTJ","BANK OF THE JAMES FINANCIAL",14.96
137066,"CHU","CHINA UNICOM (HONG KONG) LTD",14.96
137131,"CRL","CHARLES RIVER LABS INTL INC",101.15
137135,"HSB.PC","HSBC BANK CDA",25.2
137230,"MVC","MVC CAPITAL INC",9.04
137310,"MRVL","MARVELL TECHNOLOGY GROUP LTD",15.02
137351,"BHLB","BERKSHIRE HILLS BANCORP INC",35.15
137370,"AMBK","AMERICAN BANK INC/PA",10.904
137377,"EXFO","EXFO INC",4.85
137432,"DLA","DELTA APPAREL INC",22.18
137433,"MBT","MOBILE TELESYSTEMS PJSC",8.38
137434,"IGOI","IGO INC",3.09
137435,"NTES","NETEASE INC",300.63
137573,"ENTG","ENTEGRIS INC",21.95
137602,"ACLS","AXCELIS TECHNOLOGIES INC",20.95
137609,"MAXR","MAXAR TECHNOLOGIES LIMITED",67.48
137943,"EVC","ENTRAVISION COMMUNICATIONS",6.6
137944,"GGAL","GRUPO FINANCIERO GALICIA SA",42.64
138126,"KERX","KERYX BIOPHARMACEUTICALS INC",7.23
138205,"ILMN","ILLUMINA INC",173.52
138483,"BRKR","BRUKER CORP",28.84
138521,"MNDO","MIND CTI LTD",2.509
138541,"BKGMF","BANKGUAM HOLDING CO",12
138608,"MDCO","MEDICINES CO",38.01
138707,"RTIX","RTI SURGICAL INC",5.85
138743,"EQIX","EQUINIX INC",429.16
138781,"CGEN","COMPUGEN LTD",3.8
138861,"BEL","BELMOND LTD",13.3
139025,"PNFP","PINNACLE FINL PARTNERS INC",62.8
139665,"MCO","MOODY'S CORP",121.68
139705,"MBCN","MIDDLEFIELD BANC CORP",50.4
140045,"ASR","GRUPO AEROPORTUARIO SURESTE",210.4
140046,"MECVF","MEDIAGRIF INTERACTIVE TECH",15.38
140073,"ITGR","INTEGER HOLDINGS CORP",43.25
140222,"NFD.A","NORTHFIELD CAPITAL CORP",26.5
140372,"GUYFF","GUYANA GOLDFIELDS INC",6.08
140565,"SLCT","SELECT BANCORP INC",12.22
140568,"CEMI","CHEMBIO DIAGNOSTICS INC",6.05
140756,"SNP","CHINA PETROLEUM & CHEM CORP",78.6
140760,"MON","MONSANTO CO",117.42
140821,"CUK","CARNIVAL CORP/PLC (GBR)",64.19
140910,"HYGS","HYDROGENICS CORP",10.1
140983,"BKMU","BANK MUTUAL CORP",9.15
141158,"IRCP","IRSA PROPIEDADES COMERCIALES",57
141197,"ARRY","ARRAY BIOPHARMA INC",8.37
141277,"EXAS","EXACT SCIENCES CORP",35.37
141359,"RECN","RESOURCES CONNECTION INC",12.55
141363,"NS","NUSTAR ENERGY LP",46.63
141384,"ALGN","ALIGN TECHNOLOGY INC",150.12
141459,"GRMN","GARMIN LTD",51.03
141460,"SGEN","SEATTLE GENETICS INC",51.74
141462,"GNRT","GENER8 MARITIME INC",5.69
141469,"HBIO","HARVARD BIOSCIENCE INC",2.55
141496,"DVAX","DYNAVAX TECHNOLOGIES CORP",9.65
141663,"KMMPF","KILLAM APARTMENT REIT",12.74
141667,"PFLC","PACIFIC FINANCIAL CORP",8.65
141720,"ETP","ENERGY TRANSFER PARTNERS -LP",20.39
141846,"ACAD","ACADIA PHARMACEUTICALS INC",27.89
141881,"HMDPF","HAMMOND POWER SOLUTIONS INC",6.95
141913,"GPN","GLOBAL PAYMENTS INC",91.61
142088,"CSFL","CENTERSTATE BANK CORP",24.86
142230,"MMP","MAGELLAN MIDSTREAM PRTNRS LP",71.27
142248,"AMX","AMERICA MOVIL SA DE CV",15.92
142260,"OIS","OIL STATES INTL INC",27.15
142281,"IBB","ISHARES NASDAQ BIOTECH ETF",310.08
142443,"BIREF","BIRCHCLIFF ENERGY LTD",6.11
142540,"CEO","CNOOC LTD",109.41
142546,"MPX","MARINE PRODUCTS CORP",15.61
142953,"MDLZ","MONDELEZ INTERNATIONAL INC",43.19
142956,"OMCL","OMNICELL INC",43.1
143153,"SHBI","SHORE BANCSHARES INC",16.45
143240,"FIRT","FIRST BANCTRUST CORP",20.65
143282,"SISXF","SAVARIA CORP",15.94
143356,"PRU","PRUDENTIAL FINANCIAL INC",108.14
143357,"ACN","ACCENTURE PLC",124.47
143403,"JE","JUST ENERGY GROUP INC",6.8
143584,"FACDF","FIRST ASSET DVSFD CNV DEB FD",13.88
143609,"SIUMF","SOLIUM CAPITAL INC",9.81
143748,"BOREF","BOREALIS EXPLORATION LTD",5.25
143912,"AAXN","AXON ENTERPRISE INC",25.14
143974,"ADS","ALLIANCE DATA SYSTEMS CORP",256.69
144066,"COL","ROCKWELL COLLINS INC",105.08
144096,"CUPUF","CARIBBEAN UTILITIES CO LTD",13.4567
144122,"MVBF","MVB FINANCIAL CORP",13.2
144396,"CCRN","CROSS COUNTRY HEALTHCARE INC",12.91
144435,"BG","BUNGE LTD",74.6
144436,"BABY","NATUS MEDICAL INC",37.3
144437,"PDFS","PDF SOLUTIONS INC",16.45
144475,"CGIFF","CHEMTRADE LOGISTICS INCM FD",18.19
144520,"AMN","AMN HEALTHCARE SERVICES INC",39.05
144535,"HDB","HDFC BANK LTD",86.97
144640,"ABG","ASBURY AUTOMOTIVE GROUP INC",56.55
145024,"GLAD","GLADSTONE CAPITAL CORP",9.83
145041,"BGFV","BIG 5 SPORTING GOODS CORP",13.05
145042,"ABCO","ADVISORY BOARD CO",51.5
145046,"ANTM","ANTHEM INC",188.13
145049,"GME","GAMESTOP CORP",22.69
145080,"DRAD","DIGIRAD CORP",4.05
145162,"PVS.PR.B","PARTNERS VALUE SPLIT CORP",25.21
145552,"CNC","CENTENE CORP",79.88
145636,"CHFN","CHARTER FINANCIAL CORP/MD",18
145701,"PFG","PRINCIPAL FINANCIAL GRP INC",64.07
145812,"CPG","CRESCENT POINT ENERGY CORP",9.92
145977,"AAP","ADVANCE AUTO PARTS INC",116.59
146017,"AYI","ACUITY BRANDS INC",162.91
146140,"PDM","PIEDMONT OFFICE REALTY TRUST",21.08
146156,"ALR","ALERE INC",50.19
146171,"MANT","MANTECH INTL CORP",41.38
146352,"ACH","ALUMINUM CORP CHINA LTD",12.88
146581,"AJSB","AJS BANCORP INC",14.7
146616,"CORT","CORCEPT THERAPEUTICS INC",11.8
146648,"CUTR","CUTERA INC",25.9
147204,"CCOI","COGENT COMMUNICATIONS HLDGS",40.1
147249,"JANL","JANEL CORP",8.89
147303,"DS","DRIVE SHACK INC",3.15
147305,"JBLU","JETBLUE AIRWAYS CORP",22.83
147312,"BCBP","BCB BANCORP INC",15.3
147329,"AWRRF","A&W REVENUE ROYALTIES INC FD",34.55
147369,"BVPIF","REDWOOD LOW VOLATI HIGH INCM",9.61
147579,"NFLX","NETFLIX INC",149.41
147638,"RGC","REGAL ENTERTAINMENT GROUP",20.46
147708,"CVGW","CALAVO GROWERS INC",65.6
147849,"CPSI","COMPUTER PROGRAMS & SYSTEMS",32.8
147868,"OSTK","OVERSTOCK.COM INC",16.3
147988,"ACM","AECOM",32.33
148170,"RIOT","RIOT BLOCKCHAIN INC",4.08
148223,"GLDD","GREAT LAKES DREDGE & DOCK CP",4.3
148257,"ITWG","INTERNATIONAL WIRE GRP HLDGS",35
148390,"FORM","FORMFACTOR INC",12.4
148391,"KIRK","KIRKLAND'S INC",11.76
148469,"SAFT","SAFETY INSURANCE GROUP INC",68.3
148470,"RRGB","RED ROBIN GOURMET BURGERS",65.25
148669,"CNND","CANANDAIGUA NATIONAL CORP",169.75
148910,"KRIUF","KEG ROYALTIES INCOME FUND",22.4
148950,"NPO","ENPRO INDUSTRIES INC",71.37
149070,"CME","CME GROUP INC",125.24
149177,"NXST","NEXSTAR MEDIA GROUP",59.8
149337,"NDAQ","NASDAQ INC",71.49
149360,"SITO","SITO MOBILE LTD",3.71
149379,"FTFT","FUTURE FINTECH GROUP INC",2.41
149557,"BPZZF","BOSTON PIZZA ROYALTIES INCM",23.2
149603,"CHPGF","CHESAPEAKE GOLD CORP",3.15
149618,"BANC","BANC OF CALIFORNIA INC",21.5
149683,"CAAS","CHINA AUTOMOTIVE SYSTEMS INC",4.84
149738,"CIT","CIT GROUP INC",48.7
149762,"CSEAF","CLEARWATER SEAFOODS INC",11.42
149906,"HNNA","HENNESSY ADVISORS INC",15.18
150139,"DKS","DICKS SPORTING GOODS INC",50.55
150201,"MMLP","MARTIN MIDSTREAM PARTNERS LP",17.55
150258,"HOS","HORNBECK OFFSHORE SVCS INC",2.83
150277,"ENLK","ENLINK MIDSTREAM PARTNERS LP",16.96
150278,"CRI","CARTER'S INC",88.95
150279,"PFS","PROVIDENT FINANCIAL SVCS INC",25.38
150477,"PRAA","PRA GROUP INC",37.9
150481,"SAIA","SAIA INC",51.3
150562,"NGS","NATURAL GAS SERVICES GROUP",24.85
150803,"BFNC","BANK FIRST NATIONAL CORP",36.25
150837,"NRP","NATURAL RESOURCE PARTNERS LP",27.55
150838,"EEQ","ENBRIDGE ENERGY MGMT LLC",15.41
151063,"MAAL","MARKETING ALLIANCE INC",2.9
151237,"CRDUF","CANADIAN RESOURCES INCOME TR",9.24
151544,"PKBK","PARKE BANCORP INC",22.4
151630,"HALO","HALOZYME THERAPEUTICS INC",12.82
151928,"CBMX","COMBIMATRIX CORP",5.35
151930,"CSUWF","ENERCARE INC",19.72
152011,"EIFZF","EXCHANGE INCOME CORP",33.06
152049,"FBMS","FIRST BANCSHARES INC/MS",27.6
152149,"MOH","MOLINA HEALTHCARE INC",69.18
152828,"APYRF","ALLIED PPTYS REAL ESTATE INV",38.92
152973,"NPRUF","NORTHVIEW APARTMENT REIT",21.04
153130,"AXS","AXIS CAPITAL HOLDINGS LTD",64.66
153311,"MBPFY","MITCHELLS & BUTLER PLC",5.991
153616,"EFSI","EAGLE FINANCIAL SERVICES INC",31.25
153750,"SIIYF","SCITI TRUST",8
153773,"AVK","ADVENT CLAYMORE CV SECS & IN",15.8907
153876,"OLGRF","OLYMPIA FINANCIAL GROUP INC",31.35
153895,"OPHC","OPTIMUMBANK HOLDINGS INC",2.9932
153957,"BCLI","BRAINSTORM CELL THERAPEUTICS",4.15
154039,"NTGR","NETGEAR INC",43.1
154093,"CSQPF","CERVUS EQUIPMENT CORP",11.07
154135,"KEYUF","KEYERA CORP",40.82
154235,"GHIFF","GAMEHOST INC",9.25
154357,"QEP","QEP RESOURCES INC",10.1
154653,"INGXF","INNERGEX RENEWABLE ENRGY INC",14.26
154677,"EBGUF","ENBRIDGE INCOME FUND HLDGS",32.19
154739,"GOOD","GLADSTONE COMMERCIAL CORP",21.79
154757,"CSBK","CLIFTON BANCORP INC",16.53
154758,"PRSC","PROVIDENCE SERVICE CORP",50.61
154773,"CRHM","CRH MEDICAL CORP",5.7
154774,"NUVSF","NUVISTA ENERGY LTD",6.55
155174,"FPO","FIRST POTOMAC REALTY TRUST",11.11
155280,"ATSG","AIR TRANSPORT SERVICES GROUP",21.78
155394,"LKQ","LKQ CORP",32.95
155458,"GRP.U","GRANITE REAL ESTATE INVEST",51.29
155519,"BREUF","BROOKFIELD REAL ESTATE SVCS",16.5
155613,"MEQYF","MAINSTREET EQUITY CORP",36.35
155738,"NNI","NELNET INC",47.01
155754,"AHT","ASHFORD HOSPITALITY TRUST",6.08
156016,"SCBH","SEACOAST COMMERCE BANC HLDG",20.7
156036,"BIG.D","BIG 8 SPLIT INC",15.52
156093,"CWEGF","CREW ENERGY INC",4.01
156155,"SNX","SYNNEX CORP",111.26
156157,"MRLN","MARLIN BUSINESS SERVICES INC",25.15
156214,"ALIAF","ALACER GOLD CORP",2.08
156383,"AEL","AMERICAN EQTY INVT LIFE HLDG",26.28
156384,"GBLI","GLOBAL INDEMNITY LTD",38.77
156421,"PBNC","PARAGON COMMERCIAL CORP",52.47
156578,"ADES","ADVANCED EMISSIONS SOLUTIONS",9.16
156613,"CALD","CALLIDUS SOFTWARE INC",24.2
156614,"CONN","CONN'S INC",17.6
156617,"ACOR","ACORDA THERAPEUTICS INC",19.7
156953,"HTH","HILLTOP HOLDINGS INC",26.21
157055,"CMHXF","CARMANAH TECHNOLOGIES CORP",4.14
157057,"AIZ","ASSURANT INC",103.69
157153,"CMP","COMPASS MINERALS INTL INC",65.3
157218,"BWLD","BUFFALO WILD WINGS INC",126.7
157293,"CWSRF","CHARTWELL RETIREMENT RESID",15.49
157307,"ISBA","ISABELLA BANK CORP",27.999
157353,"AHL","ASPEN INSURANCE HOLDINGS LTD",49.85
157354,"KRO","KRONOS WORLDWIDE INC",18.22
157413,"CTRP","CTRIP.COM INTL LTD",53.86
157476,"CPXGF","CINEPLEX INC",52.86
157498,"PFCF","PACIFIC CITY FINANCIAL CORP",13.5
157655,"GMPXF","GMP CAPITAL INC",3.18
157755,"MCHX","MARCHEX INC",2.98
157855,"CRM","SALESFORCE.COM INC",86.12
157955,"AGO","ASSURED GUARANTY LTD",41.74
158053,"NYMT","NEW YORK MORTGAGE TRUST INC",6.22
158313,"BKOR","OAK RIDGE FINANCIAL SERVICES",13.15
158354,"GNW","GENWORTH FINANCIAL INC",3.77
158563,"CYTK","CYTOKINETICS INC",12.1
158741,"SMI","SEMICONDUCTOR MFG INTL CORP",5.7
158742,"MKTX","MARKETAXESS HOLDINGS INC",201.1
158743,"BGS","B&G FOODS INC",35.6
158762,"SKG.UN","SKYLON GROWTH & INCOME TRUST",8
158765,"ARESF","ARTIS REIT",13.1
160173,"ABR","ARBOR REALTY TRUST INC",8.34
160211,"DPZ","DOMINO'S PIZZA INC",211.53
160213,"GSIT","GSI TECHNOLOGY INC",7.86
160225,"MA","MASTERCARD INC",121.45
160233,"PSEC","PROSPECT CAPITAL CORP",8.12
160329,"GOOGL","ALPHABET INC",929.68
160373,"MORN","MORNINGSTAR INC",78.34
160378,"GPT","GRAMERCY PROPERTY TRUST",29.71
160381,"CNCOY","CENCOSUD SA",8.05
160423,"BWFG","BANKWELL FINANCIAL GROUP INC",31.23
160424,"CWXZF","CANWEL BUILDING MATLS GP LTD",6.56
160453,"AGGZF","AG GROWTH INTERNATIONAL",57.72
160479,"EXR","EXTRA SPACE STORAGE INC",78
160541,"HTGC","HERCULES CAPITAL INC",13.24
160549,"LBTYK","LIBERTY GLOBAL PLC GLOBAL GP",31.18
160570,"CVGI","COMMERCIAL VEHICLE GROUP INC",8.45
